PairID,Text1,Text1 Translation,Text2,Text2 Translation,Score
ARY-train-0010,حصيلة كورونا اليوم: 4412 مغربي ومغربية تصابو بالفيروس و50 ماتو و4538 تشافاو و1032 حالتهم خطيرة,"Today’s Corona toll: 4,412 Moroccan men and women infected with the virus, 50 died, 4,538 recovered, and 1,032 are in serious condition.",حصيلة كورونا اليوم: 3020 مغربي ومغربية تصابو و46 ماتو و2823 تشافاو.. الطوطال: 197481 إصابة و3301 وفاة و163195 متعافي.. و30985 كيتعالجو منهم 743 حالتهم خطيرة,"Today’s Corona toll: 3,020 Moroccan men and women infected, 46 dead, and 2,823 recovered. Total: 197,481 infections, 3,301 deaths, 163,195 recovered. 30,985 are being treated, of whom 743 are in serious condition.",0.5
ARY-train-0011,موظف فالوكالة الوطنية للموانئ طارو عليه من داخل البار بسباب الرشوة,An employee of the National Ports Agency attacked him from inside the bar for bribery,ها بشحال تحكم على موظف فالوكالة الوطنية للموانئ طارو عليه من داخل البار بسباب الرشوة,This is how an employee of the National Ports Agency was arrested and arrested from inside the bar for bribery,0.89
ARY-train-0012,شكون اللي ضغط على العدالة والتنمية باش يستاقل حامي الدين من رئاسة فريق الحزب في مجلس المستشارين,Who is the one who pressured the Justice and Development Party to resign Hami al-Din from heading the party’s team in the House of Councilors?,العدالة والتنمية والاحرار. الازمة تزادت. حامي الدين يرد على العثماني: اش رابح المغرب من بقاء هاد الحزب فالحكومة راه عبء عليها وخاص التخلص منو,"Justice, development and freedom. The crisis increased. Hami Al-Din responds to Al-Othmani: What will Morocco gain from the survival of this party? The government sees it as a burden on it, especially getting rid of it.",0.29
ARY-train-0013,الحصيلة الوبائية لفيروس كورونا فهاد 24 ساعة: 82 تصابو و78 تشافاو وحتى واحد ما مات.. الطوطال: 8692 مصاب و7696 متعافي و212 متوفي .. و784 كيتعالجو,"The epidemiological toll of the Corona virus in 24 hours: 82 infected, 78 recovered, and not even one died. Total: 8,692 infected, 7,696 recovered, 212 died, and 784 were treated.",الموت والاصابات بكورونا مازال طالعين .. 1565 مغربي ومغربية تصابو و41 توفاو و841 تشافاو. الطوطال: 50812 مصاب و858 متوفي و35040 متعافي.. و14914 كيتعالجو منهم 186 فحالة خطيرة,"Deaths and infections with Corona are still on the rise... 1,565 Moroccan men and women have been infected, 41 Tuvao, and 841 Chavao. Total: 50,812 infected, 858 deceased, 35,040 recovered... and 14,914 being treated, of whom 186 are in serious condition.",0.38
ARY-train-0014,الدزاير.. 272 إصابة جديدة بـ”كورونا” و10 ماتو و183 تشفاو: ها شحال وصلو فالطُوطَالْ,"Al-Desire.. 272 new cases of “Corona”, 10 died, and 183 recovered: How have they arrived in the country?",“كورونا” فالدزاير.. ف24 ساعة تسجلات 413 إصابة جديدة و9 ماتو و490 تشفاو: ها شحال وصلو فالطُوطَالْ,"“Corona” in Valdezir.. In 24 hours, 413 new infections were recorded, 9 died, and 490 recovered: They have not arrived in the country.",0.66
ARY-train-0015,تنفرد بنشرها “كود” سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” آشنو هي مكانة الدستور في المغرب في ظل هيمنة المؤسسة الملكية على الحقل السياسي الديني في المغرب(4)؟ ح 163,"She is unique in publishing the “code” of the series “How are the sultans of Morocco, how do they see “Rioshom” and how do they protect the authority? ! What is the status of the constitution in Morocco in light of the dominance of the royal institution over the political-religious field in Morocco (4)? H 163",تنفرد بنشرها “كود”: سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” الاستقلال السياسي والإديولوجي المغربي على عهد السلالات ذات الشرعية الذاتية… السياسية الدينية للسلطان السعدي في اتجاه فقهاء الإسلام الرسمي ح 49,She is unique in publishing “Code”: the series “How can the sultans of Morocco be able to see “Rioshom” and how can they protect the authority and how can they protect it? ! Moroccan political and ideological independence during the era of self-legitimate dynasties...the religious policy of the Saadi Sultan in the direction of the jurists of official Islam c. 49,0.22
ARY-train-0016,بنك المغرب: نسبة البطالة وصلات لـ5 فالمية و سوق الشغل بدا كاينتاعش فهاد الفترة – أرقام,Bank of Morocco: The unemployment rate has reached 5 percent and the job market has begun to revive during this period - figures,“كورونا” دكَدكَات سوق الشغل.. تقرير رسمي: الاقتصاد الوطني خسر أكثر من 200 ألف منصب شغل ومعدل الشوماج داز من 5 فالمية لـ5 فالمية – أرقام,“Corona” has depressed the labor market.. Official report: The national economy has lost more than 200 thousand jobs and the Chumag-Daz rate has dropped from 5 percent to 5 percent - Figures,0.53
ARY-train-0017,تمديد حالة الطوارئ الصحية فالمغرب لـ10 فبراير,Extending the state of health emergency in Morocco until February 10,تمديد حالة الطوارئ الصحية فالمغرب لـ10 دجنبر,Extending the state of health emergency in Morocco until December 10,0.72
ARY-train-0018,الفرقة الوطنية بتنسيق مع الديستي طيحات ريزو كيزور الباس فاكسينال ومورط فتهريب الحشيش,"The National Band, in coordination with Al-Desti, Tahit Rizo, Keyzur Al-Bass Faxinal, is implicated in cannabis smuggling",الفرقة الوطنية بتنسيق مع الديستي طيحو بزناس ففاس لقاو عندو 850 كيلو ديال الحشيش – تصويرة,"The National Band, in coordination with Al-Desti, has 850 kilograms of hashish in Fez. Photo.",0.78
ARY-train-0019,الحصيلة الوبائية لكورونا فالجهات والأقاليم: تشافاو 120 فجهة فاس مكناس ومراكش آسفي سجلات 66 إصابة وحالة وفاة وحدة فجهة الشمال,"The epidemiological toll of Corona in the regions and regions: Chavao 120, the Fez region, Meknes and Marrakesh-Safi, records of 66 infections and one death, and a unit in the northern region.",الوضعية الوبائية فجهات وأقاليم المغرب ف24 ساعة: جهة كازا سجلات 37 حالة ومراكش آسفي . وفاس مكناس كتحقق أكبر نسبة دالشفاء,The epidemiological situation in the regions and regions of Morocco in 24 hours: the Casa region recorded 37 cases and Marrakesh-Safi. Fez-Meknes achieved the highest recovery rate,0.39
ARY-train-0020,ها فين مشى الوفد الدبلوماسي الروسي من بعد ماتلاقى رئيس المينورسو فالعيون,Here the Russian diplomatic delegation walked after meeting with the President of MINURSO in Laayoune,الوفد الدبلوماسي لي كاين فالعيون مشى لمقرات المينورسو العسكرية فأوسرد وأم ادريكة,The diplomatic delegation from Cairo to Laayoune walked to the MINURSO military headquarters in Awsard and Umm Adrika,0.71
ARY-train-0021,تنفرد بنشرها “كود”: سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ مضمون ما سمي “الظهير البربري” المؤرخ في 16 ماي ح 97,"She is unique in publishing “Code”: the series “How can the sultans of Morocco be able to see “Rioshom” and how can they protect the authority and how can they protect it? Contents of the so-called “Berber Decree” dated May 16, 1997",تنفرد بنشرها “كود”: سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” الحلقة8 : الدولة الزناتية و الخلافة,She is unique in publishing “Code”: the series “How can the sultans of Morocco be able to see “Rioshom” and how can they protect the authority and how can they protect it? ! Episode 8: The Zenatid State and the Caliphate,0.28
ARY-train-0022,حصيلة كورونا فالأقاليم والجهات: كازا سجلات 959 إصابة.. وعدد الحالات الجديد ارتفعو فدرعة وسوس,Corona toll in the regions and regions: Casa records 959 infections.. and the number of new cases increased in Draa and Souss,حصيلة كورونا فالأقاليم والجهات: 18 وفاة فكازا سطات و793 إصابة.. و130 واحد برا فدرعة تافيلالت,"Corona toll in the regions and regions: 18 deaths in Casa-Settat, 793 infections... and 130 in Draa-Tafilalet",0.61
ARY-train-0023,حصيلة كورونا والفاكسان اليوم: 3 مليون و800 الف مغربي خداو الجرعة اللولة من اللقاح و394 تصابو بالفيروس,Today’s Corona and Vaxan toll: 3 million and 800 thousand Moroccans took the first dose of the vaccine and 394 were infected with the virus.,حصيلة كورونا والفاكسان اليوم: 4 مليون مغربي خداو الجرعة اللولة من اللقاح وكثر من 70 الف خداو الثانية,"Today’s Corona and Vaxan toll: 4 million Moroccans have taken the first dose of the vaccine and more than 70,000 have taken the second.",0.57
ARY-train-0024,جنوب إفريقيا مسخرة دبلوماسيتها كلها ضد الوحدة الترابية ودافعات على البوليساريو فاللجنة الرابعة,South Africa is harnessing all its diplomacy against territorial integrity and pushing against Polisario in the Fourth Committee,الجزائر مسخرة دبلوماسيتها كلها ضد الوحدة الترابية وحتى البرتغال ما خلاتها فالتيقار,"Algeria is harnessing all its diplomacy against territorial integrity, even Portugal, except Valtigar",0.41
ARY-train-0025,الدزاير.. 302 إصابة جديدة بـ”كورونا” و7 ماتو و182 تشفاو: ها شحال وصلو فالطُوطَالْ,"Al-Desire: 302 new cases of “Corona”, 7 deaths, and 182.",الدزاير.. تسجيل 116 إصابة جديدة بـ”كورونا” و107 تشفاو و11 ماتو: ها شحال وصلو فالطُوطَالْ,"Al-Dzaïr.. 116 new cases of “Corona” were recorded, 107 recovered and 11 died: How have they arrived in the country?",0.47
ARY-train-0026,تنفرد بنشرها “كود”: سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” العقيدة القانونية والسياسية للحماية وإقصاء الإنسان المغربي من مجال الحقوق والحريات. الحلقة 94,She is unique in publishing “Code”: the series “How can the sultans of Morocco be able to see “Rioshom” and how can they protect the authority and how can they protect it? ! The legal and political doctrine of protection and exclusion of Moroccan people from the field of rights and freedoms. Episode 94,تنفرد بنشرها “كود” سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” الاستقلال السياسي والإديولوجي المغربي على عهد السلالات ذات الشرعية الذاتية… دولة الشُرفا السعديين، من تكون؟ ! بداية السعديين في جنوب المغرب ! ح 44,"She is unique in publishing the “code” of the series “How are the sultans of Morocco, how do they see “Rioshom” and how do they protect the authority? ! Moroccan political and ideological independence during the era of self-legitimate dynasties... The Saadian state of honor, who is it? ! The beginning of the Saadians in southern Morocco! H 44",0.17
ARY-train-0027,عضو اللجنة العلمية البروفيسور عفيف لـ”كود”: ها شنو خصنا نديرو فالعيد الكبير باش نتفاداو كارثة وبائية..و4 حالات فقط تصابو بالفيروس بعدما دارو جوج جرعات,"Member of the Scientific Committee, Professor Afif, told “Code”: What should we do on Eid Al-Kabir in order to avoid an epidemiological catastrophe...and only 4 cases were infected with the virus after taking two doses?",عضو اللجنة العلمية الدكتور عفيف لـ”كود”: أطفال صغار فالمغرب تقاسو بـ”دلتا” منهم جوج عندهم 12 العام ف الإنعاش ومؤسف نشوفو 7 نساء حوامل ماتو بالفيروس وخاص التسريع بالتلقيح,"Member of the Scientific Committee, Dr. Afif, told “Code”: Young children in Morocco are being treated with “Delta”, including those who are 12 years old in resuscitation, and it is unfortunate to see that 7 pregnant women have died from the virus, especially the acceleration of vaccination.",0.25
ARY-train-0028,حصيلة كورونا: 4 مليون خداو الجرعة الثانية من الفاكسان واليوم تصاب 507 واحد,"Corona toll: 4 million people took the second dose of Vaxan, and today 507 people were infected",حصيلة كورونا والفاكسان اليوم: 4 مليون مغربي خداو الجرعة اللولة من اللقاح وكثر من 70 الف خداو الثانية,"Today’s Corona and Vaxan toll: 4 million Moroccans have taken the first dose of the vaccine and more than 70,000 have taken the second.",0.71
ARY-train-0029,بغاو ايضايقو المغرب.. الجزائر وموريتانيا يعلنان رسميا تاريخ افتتاح المعبر الحدودي بينهما,They also want to announce Morocco.. Algeria and Mauritania officially announce the opening date of the border crossing between them,ها وقتاش غادي يكون افتتاح المعبر الحدودي بين الجزائر وموريتانيا,When will the border crossing between Algeria and Mauritania be opened?,0.54
ARY-train-0030,احتجاجا على تحرير مخالفة مرورية. شاب يضرم النار في أجزاء من جسده بمشرع بلقصيري,In protest against issuing a traffic violation. A young man sets parts of his body on fire in Belkasiri Street,النار لا زالت وسيلة للاحتجاج: شاب يضرم النار في جسده بالمعبر الحدودي باب سبتة احتجاجا على الديوانة,Fire is still a means of protest: A young man sets fire to his body at the Bab Ceuta border crossing in protest against customs.,0.39
ARY-train-0031,تنفرد بنشرها “كود”: سلسلة “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ تنحية سيدي محمد بن يوسف والنتائج ديالو على استقلال المغرب: 20 غشت 1953 (3)…دور الباشا التهامي لكًلاوي. ح 115,"She is unique in publishing “Code”: the series “How can the sultans of Morocco be able to see “Rioshom” and how can they protect the authority and how can they protect it? The removal of Sidi Muhammad Ben Youssef and the results of the independence of Morocco: August 20, 1953 (3)... The turn of the Pasha Thami to Glaoui. H 115",تنفرد بنشرها “كود”. “كيفاش السلاطين ديال المغرب كايشوفو “ريوسهوم” وكايشوفو السلطة ديالهوم وكايحميوها؟ !” الاستقلال السياسي والإديولوجي المغربي على عهد السلالات ذات الشرعية الذاتية…آشنو كايمييز الخلافة الموحدية التومرتية على الخلافة الإسلامية؟ ح 40,It is unique in publishing “Code”. “How can the sultans of Morocco see “Rioshom” and how can they protect their authority? ! Moroccan political and ideological independence during the era of self-legitimate dynasties... What is the difference between the Almohad-Tumartian Caliphate and the Islamic Caliphate? H 40,0.16
ARY-train-0032,ملف اقتناء موظف سابق بوزارة الصحة لمصحة خاصة بـ 5 ملايير سنتيم في طريقه إلى المجلس الأعلى للحسابات,The file of a former employee of the Ministry of Health acquiring a private clinic for 5 billion cents is on its way to the Supreme Council of Accounts.,المجلس الأعلى للحسابات يحقق في “اختلالات” بوزارة الصحة في فترة تولي بادو حقيبتها,The Supreme Council of Auditors is investigating “imbalances” in the Ministry of Health during Badu’s tenure,0.5
ARY-train-0033,“كود” تنفرد بنشر رواية مسعودة”: مذكرات طالبة ولات عاملة جنس كلها بالدارجة. الحلقة كنت كنحلم نتلاقا شي شارف يديرني بحال بنتو، مكنتش عارفة را كاينة البيدوفييا: بغيت بنتي تعرف أن الدنيا عامرة قوادة: يمنع على اقل من 18 سنة,"“Code” is unique in publishing Masouda’s novel: Memoirs of a Student and a Sex Worker, all in the vernacular. Episode: I was dreaming that we would meet someone who was about to make me feel like his daughter. I didn’t know what it was like. Pedophilia: I wanted my daughter to know that the world was full of pimping: It is forbidden for anyone under 18 years of age.",كَود تنفرد بنشر رواية ” مسعودة” الحلقة 22: ما عرفت ما ندير بدوك الفلوس ، حطيتهم فوق الناموسية و بقيت نتفرج فيهم، حسيت بالفرحة، فلوس عرقت عليهم بصح، وسخ الدنيا كاليك، الوسخ د بصح هو تبات الليل كامل يتمحككو عليك على جوج دريال,"Code is unique in publishing the novel “Masouda”, Episode 22: I didn’t know what to do with the money. I put them on top of the mosquito net and kept watching them. I felt happy. The money I sweated on them is right. The dirt of the world is like you. The dirt is right. It’s the whole night. They’re fighting over you for money.",0.04
ARY-train-0034,دنيا باطمة كتقلب تطلب السماحة.. وقضية “حمزة مون بيبي” طلعات عليها بـ100 مليون,A world as dull as a change asking for forgiveness.. and the case of “Hamza Moon Baby” costs 100 million,دنيا باطمة حاملة للمرة الثانية.. وعائلتها خايفين يطيح ليها مع الضغط ديال قضية “حمزة مون بيبي”,Donia Batma is pregnant for the second time.. and her family is afraid that she will be ousted under the pressure of the “Hamza Moon Baby” case.,0.46
ARY-train-0035,جامع كلحسن مستشار العدالة والتنمية فالتواصل بلا خبارنا. كاليك صحافي: شوفو باش كينصح قادة البي جي دي,"Jamaa Kulhassan, Justice and Development Advisor, communication is beyond our knowledge. Kalik, journalist: Look, he is advising the leaders of the PJD",البي جي دي على خطى “الاستقلال”. “صقور الحزب” بداو الكولسة وبشهادة نشطاء العدالة والتنمية,"The PGD follows in the footsteps of “independence.” “Party hawks” appeared in the Kulsa, with the testimony of Justice and Development activists",0.33
ARY-train-0036,قضية حمزة مون بيبي.. جواد قنانة: دنيا باطمة دايرة الزبايل ديال الدنيا والدين وماكتحشمش,"The case of Hamza Moon Bibi.. Jawad Qanana: The world of Batma is a circle of rubbish, the world and religion are not indifferent",واخا متهمة فقضية حمزة مون بيبي.. دنيا باطمة غادي دخل عالم التمثيل وتشد البطولة,And a brother accused in the Hamza Moon Baby case.. Dounia Batma Ghadi entered the world of acting and starred,0.38
ARY-train-0037,حصيلة كورونا والڤاكسان اليوم: 620 تقاسو و28 ماتو.. وكثر من 350 ألف تلقحو فالطوطال,"Today’s coronavirus and vaccine toll: 620 tested positive and 28 died...and more than 350,000 were vaccinated throughout the country.",حصيلة كورونا واللقاح اليوم: 835 مغربي تصاب و22 ماتو.. وكثر من 257 ألف دارو الڤاكسان فالطوطال,The toll of Corona and the vaccine today: 835 Moroccans were infected and 22 died... and more than 257 thousand took the vaccine in the country.,0.61
ARY-train-0038,حطمنا روكور جديد.. 2488 مغربي ومغربية تقاسو بكورونا اليوم و28 ماتو و1962 تشافاو.. الطوطال: 94504 إصابة و1714 وفاة و74930 حالة شفاء.. و17860 كيتعالجو منهم 260 فحالة خطيرة,"We destroyed a new Rocor.. 2,488 Moroccan men and women tested positive for Corona today, 28 died, and 1,962 died.. Total: 94,504 infections, 1,714 deaths, 74,930 recoveries.. and 17,860 are being treated, including 260 in serious condition.",روكور جديد فهاد 24 ساعة.. 1776 مغربي تصابو بكورونا و21 ماتو و922 تشافاو.. الطوطال: 41017 مصاب و632 متوفي و28566 متعافي و11819 كيتعالجو,"New Rocor in 24 hours.. 1,776 Moroccans were infected with Corona, 21 died, and 922 recovered.. Total: 41,017 infected, 632 died, 28,566 recovered, and 11,819 were treated.",0.5
ARY-train-0039,ولد سباتة كيهدد ندى حاسي “كيم كاردشيان الخميسات” بنشر تصاورها السيكسي قموقع د”البورنو” – فيديو,"Ould Sabata threatens Nada Hassi, “Kim Kardashian Khemisset,” by publishing her sexy photos of the “porno” site - video",ندى حاسي “كيم كاردشيان الخميسات” مستمتعة بالصيف وحطات تصاور بالدوبياس,"Nada Hassi, “Kim Kardashian Khemisset,” is enjoying the summer and taking pictures in dubai",0.46
ARY-train-0040,تونس فاتونا بزاف.. الرئيس السبسي: خصنا نديرو قانون المساواة في الإرث بين الرجل والمرأة,Tunisia Fatuna Bazaf.. President Essebsi: Let us pass the law on equality of inheritance between men and women,تونس تتجه نحو المساواة في الإرث بين الرجل والمرأة,Tunisia is moving towards equality in inheritance between men and women,0.71
ARY-train-0041,الحصيلة الوبائية لكورونا فالجهات والأقاليم: جهة طنجة مازال كتسجل وفيات.. وجهة العيون تجاوزات سوس فعدد الإصابات وسجلات 176 حالة شفاء,"The epidemiological toll of Corona in the regions and regions: The Tangier region still records deaths.. The Laayoune region has violations in Souss, the number of infections and records of 176 recoveries.",الحصيلة الوبائية لكورونا فالجهات والأقاليم: الشمال ولا بؤرة دالفيروس.. 5 وفيات و119 إصابة جديدة بجهة طنجة تطوان ف24 ساعة..,The epidemiological toll of Corona in the regions and regions: the north and the epicenter of the virus.. 5 deaths and 119 new infections in the Tangier-Tetouan region in 24 hours..,0.32
ARY-train-0042,وزير العدل والحريات مصطفى الرميد ل”كود” حول حمل كيتاريست في “موازين” لمطلب بالغاء الفصل 489: المسؤولية الاخلاقية والمعنوية للمنظمين الذين يستفزون المغاربة,"Minister of Justice and Liberties, Mustafa Al-Ramid, to “Code” about Kitharist’s “Mawazine” request to abolish Chapter 489: the moral and ethical responsibility of organizers who provoke Moroccans.",مصطفى الرميد وزير العدل والحريات يكشف ل”كود” متى سيباشر الاتصالات مع الاسبانيين لتفعيل تنفيذ سحب العفو الملكي ويؤكد: الكرة الان في ملعبنا وسفير اسبانيا في المغرب: اعتقال كالفان وسجنه في اسبانيا وارد,"Mustafa Al-Ramid, Minister of Justice and Liberties, reveals to “Code” when he will initiate contacts with the Spanish to activate the implementation of the withdrawal of the royal pardon and confirms: The ball is now in our court and the Spanish ambassador to Morocco: Calvan’s arrest and imprisonment in Spain is likely.",0.18
ARY-train-0043,إحباط محاولة للحريكَ حدا الداخلة وإيقاف 13 غالبيتهم عيالات من إفريقيا جنوب الصحراء,"Thwarting an attempt to move the Dakhla border and arresting 13 people, most of them families from sub-Saharan Africa",إحباط محاولة للحريكَ من حدا الداخلة وإيقاف حراكَة من إفريقيا جنوب الصحرا,Thwarting an attempt to move from the Dakhla border and stopping a movement from sub-Saharan Africa,0.86
ARY-train-0044,تأجيل ملف متهم أدين ابتدائيا بـ15 سنة سجنا نافذا بتهمة لإرهاب,The case of a defendant who was initially convicted to 15 years in prison on a terrorism charge was postponed,جورنالات بلاديحالة طوارئ بـ”كازاترام” بعد اكتشاف دبلومات مزورة والقضاء يدخل على الخط و5 سنوات سجنا نافذا لأستاذ متهم بالتحرش جنسيا بـ7 تلميذات في أكادير بعدما أدين ابتدائيا بسنة واحدة,"My Journals A state of emergency in “Kazatram” after the discovery of forged diplomas, the judiciary steps in, and 5 years of effective imprisonment for a professor accused of sexually harassing 7 female students in Agadir after he was convicted for one year in primary school.",0.17
ARY-train-0045,شكون للي ما باغيش رأس السنة الامازيغية عيد وطني؟ الاحرار والبي بي اس والاتحاد والحركة مع والبي جي دي ما باغيش ياخد موقف,"What about those who do not want the Amazigh New Year to be a national holiday? The Liberal Party, the BBC, the Union, the movement with the PJD, and I do not want to take a position",توقع. خطاب العرش غادي يصوط فاكثر من 20 وزير فحكومة بنعرفة والضربة لكبيرة غادي ياكلها البي جي دي والبي بي اس وهيكلة جديدة فيها وزراء قلال جاية,"anticipation. The Throne Speech is about to affect more than 20 ministers in the Benarfa government, and the blow is a major one, being dealt by the PJD and the BBC, and a new structure with fewer ministers is coming.",0.16
