PairID,Text1,Text1 Translation,Text2,Text2 Translation,Score
ESP-train-0029,"Una descifradora de códigos de la Segunda Guerra Mundial reiteró que guardará los secretos de su trabajo ""hasta el final"" de sus días.","A World War II code-breaker reiterated that she will keep the secrets of her work ""until the end"" of her days.",Ni ella ni sus compañeras han hablado jamás de lo que ocurrió en Blenchley Park durante la Segunda Guerra Mundial.,Neither she nor her colleagues have ever spoken about what happened at Blenchley Park during the Second World War.,0.47
ESP-train-0030,Charlotte Georgia Nast (* 19 de enero de 1905 - 21 de marzo de 1991) fue una botánica estadounidense.,"Charlotte Georgia Nast (*January 19, 1905 – March 21, 1991) was an American botanist.",De 1927 a 1931 trabaja y enseña como técnica en Wisconsin.,From 1927 to 1931 she worked and taught as a technician in Wisconsin.,0.25
ESP-train-0031,No hay niños jugando y esperando,There are no children playing and waiting,Tres niños asiáticos bailan y un hombre mira,Three Asian children dance and a man watches,0.17
ESP-train-0032,"Quesa es un municipio español de la Comunidad Valenciana, perteneciente a la provincia de Valencia, ubicado en la comarca del Canal de Navarrés.","Quesa is a Spanish municipality in the Valencian Community, belonging to the province of Valencia, located in the Canal de Navarrés region.",Inmediatamente abre la posibilidad de registrarlo como un espacio perfecto para intimar.,It immediately opens the possibility of registering it as a perfect space for intimacy.,0.64
ESP-train-0033,Las columnas de conos rotatorios (CCR) son dispositivos de transferencia de masa ampliamente utilizados en la industria de los alimentos para recuperar aromas naturales.,Rotating cone columns (RCCs) are mass transfer devices widely used in the food industry to recover natural aromas.,Nace en las montañas de Dogu'a Tembien en el norte de Etiopía y fluye hacia el sur para desembocar en el río Giba y en el Tekezé.,It rises in the Dogu'a Tembien mountains in northern Ethiopia and flows south to empty into the Giba River and the Tekezé.,0.5
ESP-train-0034,Un perrito corre a toda velocidad y su dueño intenta atraparlo,A little dog runs at full speed and his owner tries to catch him,"Una bola grande y gris golpea a un perro que corre, que lleva hierba en la boca","A large gray ball hits a running dog, which is carrying grass in its mouth",0.52
ESP-train-0035,George Weah ha vivido una vida en tres actos.,George Weah has lived a life in three acts.,"En esa ocasión, ganó la calificación y los liberianos eligieron a Sirleaf.","On that occasion, he won the qualification and the Liberians elected Sirleaf.",0.26
ESP-train-0036,"Gina Argemir (Tarrasa , 10 de diciembre de 1973) es una música de la escena independiente, creadora, escritora y economista crítica española.","Gina Argemir (Tarrassa, December 10, 1973) is a musician from the independent scene, creator, writer and critical Spanish economist.",Como economista y activista política ha desarrollado su labor principalmente en el seno de Comissions Obreres de Catalunya.,"As an economist and political activist, he has developed his work mainly within the Comissions Obreres de Catalunya.",0.36
ESP-train-0037,"La prominencia nasal medial y lateral de cada placode da lugar a la nariz, el filtro del labio superior y el paladar primario.","The medial and lateral nasal prominence of each placode gives rise to the nose, the philtrum of the upper lip, and the primary palate.","La prominencia nasal medial y lateral de cada placode permite que emerja la nariz, el filtro del labio superior y el paladar primario.","The medial and lateral nasal prominence of each placode allows the nose, upper lip philtrum, and primary palate to emerge.",0.78
ESP-train-0038,"La arquidiócesis de Chieti-Vasto (en latín: "" Archidioecesis Theatina-Vastensis "") es una jurisdicción eclesiástica metropolitana de la Iglesia católica perteneciente a la región eclesiástica Abruzzo-Molise.","The Archdiocese of Chieti-Vasto (Latin: ""Archidioecesis Theatina-Vastensis"") is a metropolitan ecclesiastical jurisdiction of the Catholic Church belonging to the ecclesiastical region Abruzzo-Molise.",Mathieu empezó su carrera en el F. C. Sochaux-Montbéliard.,Mathieu began his career at F. C. Sochaux-Montbéliard.,0.08
ESP-train-0039,"Los Nerds, que se esconden en las aulas de informática y economía, tienen una posición aún más desesperada.","The Nerds, who hide in computer science and economics classrooms, are in an even more desperate position.","Antes de que hayamos corrido otra media milla deberíamos estar dentro del rango . Wolverstone juró en detalle, y luego de repente comprobó.","Before we have run another half mile we should be within range. Wolverstone swore in detail, and then suddenly checked.",0.47
ESP-train-0040,""" Fue una carrera rápida, y tuve un Ford Pennzoil tan loco "", dijo Logano.","""It was a fast race, and I had such a crazy Pennzoil Ford,"" Logano said.",""" Fue una carrera rápida, y tuve un Ford Penn Zoil tan loco "", dijo Logano.","""It was a fast race, and I had such a crazy Penn Zoil Ford,"" Logano said.",0.89
ESP-train-0041,El río Dobroaia es un afluente del río Aujel de Rumania.,The Dobroaia River is a tributary of Romania's Aujel River.,El Río Dobroaia es un afluente del Río Aușel en Rumania.,The Dobroaia River is a tributary of the Aușel River in Romania.,0.71
ESP-train-0042,Primer título donde conocí a Tony Collette.,First title where I met Toni Collette.,"Tras un intereante planteamiento, los guionistas aparecen tan perdidos como la princesa de cuento en el Nueva York actual.","After an interesting approach, the scriptwriters appear as lost as the storybook princess in today's New York.",0.37
ESP-train-0043,En 1891 se convirtió en profesor de química inorgánica y en 1903 profesor de química general y analítica.,In 1891 he became professor of inorganic chemistry and in 1903 professor of general and analytical chemistry.,"Steven está atrapado, sin embargo, por un administrador de sistemas corrupto que extorsiona a Nick por $50,000 para la información.","Steven is trapped, however, by a corrupt sysadmin who extorts Nick for $50,000 for the information.",0.0
ESP-train-0044,"O, considera el problema de informar al Congreso sobre acciones encubiertas.","Or, consider the problem of informing Congress about covert actions.","Mihdhar dio el Hotel Marriott, en Nueva York, como su dirección, pero pasó la noche en otro hotel de Nueva York.","Mihdhar gave the Marriott Hotel in New York as his address, but spent the night at another New York hotel.",0.26
ESP-train-0045,Hay algunas noticias que son difíciles de explicar.,There is some news that is difficult to explain.,"Hay que preguntarse: ""¿Ha cambiado el comportamiento del virus?""","You have to ask yourself: ""Has the behavior of the virus changed?""",0.49
ESP-train-0046,"El Banco Mundial anunció este jueves que aportará US$2.000 millones a Ucrania para apoyar a la población de escasos recursos, implementar reformas económicas y luchar contra la corrupción.","The World Bank announced this Thursday that it will provide US$2 billion to Ukraine to support the poor, implement economic reforms and fight corruption.","El presidente del organismo, Jim Yong Kim, resaltó que la puesta en marcha de las reformas es vital para la estabilidad de Ucrania.","The president of the organization, Jim Yong Kim, stressed that the implementation of reforms is vital for the stability of Ukraine.",0.6
ESP-train-0047,Timothy Torlot se casó con Bridie Morton en 1986.,Timothy Torlot married Bridie Morton in 1986.,"En 2004, Stotesbery jugó junto a Mike White en el piloto de FOX "" Cracking Up "" creado por Jason Schwartzman.","In 2004, Stotesbery played opposite Mike White in the FOX pilot ""Cracking Up"" created by Jason Schwartzman.",0.18
ESP-train-0048,Un hombre está cortando el césped,A man is mowing the grass,Un hombre no está cortando el césped,A man is not mowing the grass,0.65
ESP-train-0049,El hombre está siendo derribado de un caballo.,The man is being knocked off a horse.,Alguien se cae del caballo,Someone falls off the horse,0.51
ESP-train-0050,"Aburrida, larga y pesada propuesta cinematográfica sobre los atentados del 11 de septiembre de 2001.","Boring, long and heavy film proposal about the attacks of September 11, 2001.","Cruda, honesta, orgánica, emotiva: This is London es una película incómoda, que no se olvida ...","Raw, honest, organic, emotional: This is London is an uncomfortable film, which is not forgotten...",0.46
ESP-train-0051,"El 96% de las personas hablaban solo inglés en casa . Los siguientes idiomas más comunes fueron 1.5% vietnamita , 1% samoano.","96% of people spoke only English at home. The next most common languages ​​were 1.5% Vietnamese, 1% Samoan.","El 96% de las personas hablaban solo inglés en el hogar, los segundos idiomas más comunes eran el 1,5% samoano y el 1% vietnamita.","96% of people spoke only English at home, the most common second languages ​​were 1.5% Samoan and 1% Vietnamese.",0.86
ESP-train-0052,¿Para qué estación de radio trabajó Paul Harvey?,What radio station did Paul Harvey work for?,¿Cuál es el número de cromosomas de un elefante?,What is the number of chromosomes in an elephant?,0.37
ESP-train-0053,El río Azuga es un afluente del río Turc en Rumania.,The Azuga River is a tributary of the Turc River in Romania.,El río Valea Turcului es un afluente del río Azuga en Rumania.,The Valea Turcului River is a tributary of the Azuga River in Romania.,0.76
ESP-train-0054,Una motocicleta está siendo conducida por un hombre.,A motorcycle is being driven by a man.,Un hombre se zambulle por un acantilado,A man dives off a cliff,0.47
ESP-train-0055,¿De dónde vienen exactamente las matemáticas?,Where exactly does mathematics come from?,"""Se trata de una resolución genial e inesperada del enigma de la radiación anómala de microondas"", afirmó Greaves.","""This is a great and unexpected resolution to the riddle of anomalous microwave radiation,"" Greaves said.",0.24
ESP-train-0056,Las Naciones Unidas afirmaron que el número de muertos desde el inicio del conflicto sirio en marzo de 2011 se estima en 60.000.,"The United Nations stated that the death toll since the start of the Syrian conflict in March 2011 is estimated at 60,000.","""Impactante"" ""El número de víctimas es mucho mayor del que esperábamos y es verdaderamente impactante"", dijo Pillay.","'Shocking' ""The number of victims is much higher than we expected and it is truly shocking,"" Pillay said.",0.56
ESP-train-0057,"Durante el período del informe, se identificó a los nicaragüenses como una de las principales nacionalidades de las víctimas notificadas en Guatemala.","During the reporting period, Nicaraguans were identified as one of the primary nationalities of victims reported in Guatemala.",Jassie Gift es el director musical y Krishna Kumar es el camarógrafo de la película.,Jassie Gift is the music director and Krishna Kumar is the cameraman of the film.,0.24
ESP-train-0058,"Fue introducido por Bharathiraja por primera vez en la película "" Alaigal Oivathillai "".","It was first introduced by Bharathiraja in the film ""Alaigal Oivathillai"".","La escuela está conectada con el departamento secundario de la escuela autista Ysgol Plas Brondyffryn, que se construyó en 2003.","The school is connected to the secondary department of the Ysgol Plas Brondyffryn autistic school, which was built in 2003.",0.5
ESP-train-0059,"El arameo sigue siendo, sin embargo, un idioma local para cristianos orales, literarios y litúrgicos y también para algunos judíos.","Aramaic remains, however, a local language for oral, literary and liturgical Christians and also for some Jews.","Sin embargo, el arameo sigue siendo un idioma hablado, literario y litúrgico para los cristianos locales y también para algunos judíos.","However, Aramaic remains a spoken, literary and liturgical language for local Christians and also for some Jews.",0.65
ESP-train-0060,La mona de Pascua es un alimento típico de la repostería española.,The Easter mona is a typical food of Spanish pastries.,"En Galicia se sirve un alimento similar denominado roscón o "" rosco "" de Pascua, llamado hornazo en Jaén y pegarata o "" bolla "" en Asturias.","A similar food called Easter roscón or ""rosco"" is served in Galicia, called hornazo in Jaén and pegaata or ""bolla"" in Asturias.",0.4
ESP-train-0061,Pero tienen un nombre secreto y privado que sigue siendo un secreto familiar.,But they have a secret and private name that remains a family secret.,Cristina estoy de acuerdo contigo sobre todo lo que dices acerca del nombre de la rosa.,"Cristina, I agree with you about everything you say about the name of the rose.",0.4
ESP-train-0062,"Da brincos sobre su pierna derecha, mientras el viento y la arena percuden el vendaje blanco ceñido a su pantorrilla izquierda.","He jumps on his right leg, while the wind and sand pick at the white bandage around his left calf.","Si nadie les habla de las diferentes formas de disfrutar del sexo, a este colectivo no queda más remedio que ser autodidacta.","If no one talks to them about the different ways to enjoy sex, this group has no choice but to be self-taught.",0.49
ESP-train-0063,"La niña, que es joven, está soplando una burbuja enorme.","The girl, who is young, is blowing a huge bubble.",La chica de la camisa roja está soplando una burbuja.,The girl in the red shirt is blowing a bubble.,0.58
ESP-train-0064,"La presunta trama corrupta logró cerrar, a través de los ex dirigentes de CiU Macià Alavedra y Lluís Prenafeta, al menos dos grandes negocios con el tripartito, con sus respectivas comisiones.","The alleged corrupt plot managed to close, through the former CiU leaders Macià Alavedra and Lluís Prenafeta, at least two large deals with the tripartite, with their respective commissions.","Karl Richard Lepsius creó el "" alfabeto estándar, por Lepsius, "" basado en el alfabeto latino, para transcribir los jeroglíficos egipcios.","Karl Richard Lepsius created the ""standard alphabet, by Lepsius,"" based on the Latin alphabet, to transcribe Egyptian hieroglyphs.",0.16
ESP-train-0065,"La línea cae brevemente desde Muirhouse North Junction, pero sube a Mount Florida en un gradiente predominante de 1 a 70.","The line drops briefly from Muirhouse North Junction, but climbs to Mount Florida on a predominantly 1 to 70 gradient.","La línea cae brevemente de Muirhouse North Junction, pero sube en un gradiente gobernante de 1 en 70 a Mount Florida.","The line drops briefly from Muirhouse North Junction, but climbs at a governing gradient of 1 in 70 to Mount Florida.",0.75
ESP-train-0066,Pero también son humanos y tienen sus problemas de amor como cualquiera.,But they are also human and have their love problems like anyone else.,"Young me pregunta si hay tiendas de comestibles africanos cerca de donde vivo, en el sur de Londres.",Young asks me if there are African grocery stores near where I live in south London.,0.28
ESP-train-0067,Argentina anunció que 4.500 artefactos regresarán a Ecuador y Perú.,"Argentina announced that 4,500 artifacts will return to Ecuador and Peru.","""Estamos haciendo algo casi inédito no solamente en América Latina sino en el mundo restituyendo patrimonio cultural a otros países"", afirmó.","""We are doing something almost unprecedented not only in Latin America but in the world, restoring cultural heritage to other countries,"" he stated.",0.15
ESP-train-0068,RCMP refirió al Senado a los 30 casos.,RCMP referred all 30 cases to the Senate.,"Los psitacosauridos eran conocidos por casi todos los ceratopsianos basales excepto "" Yinlong "" y quizás los Chaoyangsauridae.","Psittacosaurids were known from almost all basal ceratopsians except ""Yinlong"" and perhaps the Chaoyangsauridae.",0.06
ESP-train-0069,Roma se prepara para la canonización de dos Papas: el pontífice polaco Juan Pablo II y el italiano Juan XXIII.,Rome is preparing for the canonization of two Popes: the Polish pontiff John Paul II and the Italian John XXIII.,Se trata de una muralla que fue parte de la defensa de la Roma antigua.,It is a wall that was part of the defense of ancient Rome.,0.29
ESP-train-0070,"Hay tecnologías perturbadoras, como la inteligencia artificial y el llamado big data, que están cambiando nuestra manera de trabajar.","There are disruptive technologies, such as artificial intelligence and so-called big data, that are changing the way we work.",Mi vida es mejor ahora.,My life is better now.,0.24
ESP-train-0071,Thriller discreto que promete mucho de arranque y va languideciendo,Discreet thriller that promises a lot at the start and then languishes,"Con unos altibajos de ritmo brutales, con una subtrama viral que nadie termina de comprender y un final que es puro delirio ...","With brutal ups and downs of rhythm, with a viral subplot that no one fully understands and an ending that is pure delirium...",0.37
ESP-train-0072,"Telli Hümaşah Zeynep Sultan (Grecia , 1634- Estambul, después de 1672) fue una de las ocho consortes del sultán otomano Ibrahim I, ella fue su única esposa legal.","Telli Hümaşah Zeynep Sultan (Greece, 1634- Istanbul, after 1672) was one of the eight consorts of the Ottoman sultan Ibrahim I, she was his only legal wife.","Su historia dio origen a la historieta histórica "" Guantánamo Kid "" de Jérôme Tubiana y Alexandre Franco publicada en marzo de 2018.","His story gave rise to the historical comic strip ""Guantánamo Kid"" by Jérôme Tubiana and Alexandre Franco published in March 2018.",0.24
ESP-train-0073,Una persona haciendo rapel.,A person rappelling.,Una persona esta haciendo rapel,A person is rappelling,0.67
ESP-train-0074,Siete inmigrantes muertos en las costas de Ceuta,Seven immigrants killed on the coast of Ceuta,Un segundo grupo intentó cruzar de forma ilegal la frontera entre Ceuta y Marruecos por tierra.,A second group attempted to illegally cross the border between Ceuta and Morocco by land.,0.27
ESP-train-0075,Un motociclista atropella a un hombre,A motorcyclist runs over a man,Un hombre está apoyado contra un poste y está rodeado,A man is leaning against a post and is surrounded,0.46
ESP-train-0076,La música fue escrita por MS Baburaj y la letra de Naattika Sivaram fue compuesta.,The music was written by MS Baburaj and the lyrics were composed by Naattika Sivaram.,La música fue compuesta por MS Baburaj y la letra fue escrita por Naattika Sivaram.,The music was composed by MS Baburaj and the lyrics were written by Naattika Sivaram.,0.61
ESP-train-0077,Un hombre trepa por una pared de roca y otro sujeta una cuerda,A man climbs a rock wall and another holds a rope,Los hombres escalan una montaña,Men climb a mountain,0.5
ESP-train-0078,"Kim Kardashian, Ruby Rose y las otras celebridades ""más peligrosas"" en internet","Kim Kardashian, Ruby Rose and the other ""most dangerous"" celebrities on the internet","También hay varios nombres de actores y actrices, tanto en la lista británica como en la estadounidense.","There are also several names of actors and actresses, both on the British and American lists.",0.37
ESP-train-0079,"Cuando se designó por primera vez, la ruta entre Treichlers y Bath fue pavimentada.","When first designated, the route between Treichlers and Bath was paved.","Cuando se designó por primera vez, la ruta fue pavimentada entre Treichlers y Bath.","When first designated, the route was paved between Treichlers and Bath.",0.78
ESP-train-0080,"Se encuentra ubicada en el punto kilométrico 309,6 de la línea férrea de ancho ibérico que une Zaragoza con Barcelona por Lérida y Manresa a 175 metros de altitud.",It is located at kilometer point 309.6 of the Iberian gauge railway line that connects Zaragoza with Barcelona via Lérida and Manresa at an altitude of 175 meters.,El tramo es de vía doble y está electrificado.,The section is double track and is electrified.,0.25
ESP-train-0081,"A la hora de conformar el nuevo Gobierno, queremos recordar que la humanidad enfrenta desafíos inmensos en los próximos años.","When forming the new Government, we want to remember that humanity faces immense challenges in the coming years.",La biotecnología y la digitalización de la economía tienen consecuencias que apenas anticipamos y que requieren de nuevas respuestas a retos como la privacidad o el control de la información.,Biotechnology and the digitalization of the economy have consequences that we barely anticipated and that require new responses to challenges such as privacy or information control.,0.37
ESP-train-0082,"Los hermanos Almodóvar en primera fila, Elvira Lindo y Javier Cámara justo detrás, Marisa Paredes un poco más a la derecha.","The Almodóvar brothers in the front row, Elvira Lindo and Javier Cámara just behind, Marisa Paredes a little further to the right.",Hace tiempo que las visitas de Caetano Veloso a Madrid se cuentan por acontecimientos que trascienden lo musical para abrazar la dimensión sociológica.,Caetano Veloso's visits to Madrid have long been counted as events that transcend the musical to embrace the sociological dimension.,0.35
ESP-train-0083,"En 1986, Sudáfrica apoyó el golpe de Estado en Lesotho que llevó al poder a Justin Lekhanya.","In 1986, South Africa supported the coup in Lesotho that brought Justin Lekhanya to power.","Sudáfrica apoyó el golpe de estado en Lesotho en 1986, que llevó al poder a Justin Lekhanya.","South Africa supported the coup in Lesotho in 1986, which brought Justin Lekhanya to power.",0.74
ESP-train-0084,El presente trabajo estudia el efecto de las imperfecciones del mercado del crédito sobre la economía agregada y sobre distintas categorías de empresas.,This work studies the effect of credit market imperfections on the aggregate economy and on different categories of companies.,Entre 2014 y 2016 se desempeñó como comandante general de la Guardia Nacional Bolivariana (GNB).,Between 2014 and 2016 he served as general commander of the Bolivarian National Guard (GNB).,0.28
ESP-train-0085,"Benjamin Harrison (20 de agosto de 1833 - 13 de marzo de 1901) fue el vigésimo tercer presidente de los Estados Unidos, entre 1889 y 1893.","Benjamin Harrison (August 20, 1833 – March 13, 1901) was the twenty-third president of the United States, from 1889 to 1893.","Licenciado en Leyes por la Universidad Miami, también en Ohio, ejerció como abogado desde 1854.","Graduated in Law from Miami University, also in Ohio, he practiced as a lawyer since 1854.",0.4
ESP-train-0086,O así lo parecía desde la acelerada moto de nieve que daba saltos sobre la tundra del Ártico.,Or so it seemed from the speeding snowmobile jumping over the Arctic tundra.,"La presentación de la nave Dragon V2 tuvo lugar en medio de una gran expectación en la sede de SpaceX en la localidad californiana de Hawthorne, en el condado de Los Ángeles.","The presentation of the Dragon V2 ship took place amid great expectation at the SpaceX headquarters in the Californian town of Hawthorne, in Los Angeles County.",0.25
ESP-train-0087,"""Yo sabía que, a pesar de las llamas, tenía que saltar"".","""I knew that, despite the flames, I had to jump.""","Además del clima, también podrían haber factores técnicos a considerar"", explica Guillermo Galván, el director editorial de Transponder 1200.","In addition to the weather, there could also be technical factors to consider,"" explains Guillermo Galván, the editorial director of Transponder 1200.",0.11
ESP-train-0088,Un grupo de personas está de pie alrededor de una mesa de mezclas de sonido.,A group of people are standing around a sound mixing desk.,Un grupo de personas está parado alrededor de una mesa de mezclas de sonido.,A group of people are standing around a sound mixing desk.,0.82
ESP-train-0089,No se deben pasar por alto los destellos de sabiduría.,Flashes of wisdom should not be overlooked.,"De momento se han salvado, pero en cuanto me vaya sólo podrá sobrevivir uno de ellos, quizás dos.","At the moment they have been saved, but as soon as I leave, only one of them will survive, maybe two.",0.21
ESP-train-0090,El tofu no está siendo cortado por una mujer,The tofu is not being cut by a woman,Una mujer está cortando ajo,A woman is cutting garlic,0.47
