PairID,Text1,Text1 Translation,Text2,Text2 Translation
MAR-train-00011,"""पंतप्रधान म्हणाले की, आज, संपूर्ण जग चमकणारा तारा म्हणून भारताकडे पाहतो.""","""The Prime Minister said that today, the whole world looks up to India as a shining star.""","""सगळे जग आज भारताकडे एक चमकता तारा महणून बघत आहे, असे पंतप्रधान म्हणाले.""","""The whole world is looking at India today as a shining star,"" said the Prime Minister."
MAR-train-00012,"""हवामान बदलाच्या धोक्यात कमी करण्यासाठी आपण एकत्र काम करूया.""","""Let's work together to reduce the threat of climate change.""","""वातावरण बदलाचा धोका कमी करण्यासाठी चला एकत्रित काम करू.""","""Let's work together to reduce the risk of climate change."""
MAR-train-00013,"""लोकांच्या अपेक्षा आणि आकांक्षा पूर्ण करण्यासाठी अरुणाचल प्रदेशच्या नवीन सरकारला माझ्या शुभेच्छा.""","""My best wishes to the new government of Arunachal Pradesh to fulfill the expectations and aspirations of the people.""","""जनतेच्या आशा-आकांक्षा पूर्ण करण्यासाठी अरुणाचल प्रदेशमधल्या नव्या सरकारला माझ्या शुभेच्छा.""","""My best wishes to the new government in Arunachal Pradesh to fulfill the aspirations of the people."""
MAR-train-00014,"""पंतप्रधान श्री नरेंद्र मोदी यांनी गुजराती लोक गायक दिवालीबेन भिल यांच्या निधनानंतर शोक व्यक्त केला आहे.""","""Prime Minister Shri Narendra Modi has condoled the death of Gujarati folk singer Diwaliben Bhil"".","""पंतप्रधान नरेंद्र मोदी यांनी गुजराती लोककलावंत दिवालीबेन भिल यांच्या निधनाबद्दल दु:ख व्यक्त केलं आहे.""","""Prime Minister Narendra Modi has condoled the death of Gujarati folk artist Diwaliben Bhil."""
MAR-train-00015,"""सहकार्याचा करार 14 डिसेंबर, 2017 रोजी स्वाक्षरीकृत होता.""","""The cooperation agreement was signed on December 14, 2017.""","""14 डिसेंबर 2017 ला या सहकार्य करारावर स्वाक्षऱ्या करण्यात आल्या होत्या.""","""This cooperation agreement was signed on December 14, 2017."""
MAR-train-00016,"""पंतप्रधान श्री नरेंद्र मोदी यांच्या अध्यक्षतेखाली केंद्रीय मंत्रिमंडळाने राष्ट्रीय प्रशिक्षु पदोन्नती योजनेस मान्यता दिली आहे.""","""The Union Cabinet chaired by Prime Minister Shri Narendra Modi has approved the National Apprenticeship Promotion Scheme.""","""पंतप्रधान नरेंद्र मोदी यांच्या अध्यक्षतेखाली केंद्रीय मंत्रिमंडळाने राष्ट्रीय प्रशिक्षणार्थी प्रोत्साहन योजनेला मंजुरी दिली.""","""The Union Cabinet chaired by Prime Minister Narendra Modi approved the National Apprenticeship Incentive Scheme."""
MAR-train-00017,"""जीवन मोठे आहे, गरजा अंतहीन आहेत.""","""Life is long, needs are endless.""","""जीवन विशाल आहे, गरजा अनंत आहेत.""","""Life is vast, needs are endless."""
MAR-train-00018,"""वाराणसी येथील आंतरराष्ट्रीय अधिवेशन केंद्रासाठी पंतप्रधान फाउंडेशन स्टोन देखील ठेवतील.""","""The Prime Minister will also lay the foundation stone for the International Convention Center in Varanasi.""","""वाराणसी इथल्या आंतरराष्ट्रीय संमेलन केंद्राचे भूमीपूजनही पंतप्रधान करतील.""","""The Prime Minister will also lay the foundation stone of the International Convention Center in Varanasi."""
MAR-train-00019,"""त्या दिवशी संसदेत बोलताना मी 2022 पर्यंत नवीन भारत तयार करण्याचा आवाहन केला.""","""Speaking in Parliament that day, I called for a new India by 2022.""","""या विशेष दिवशी संसदेमध्ये भाषण करताना मी 2022पर्यंत नवभारताच्या निर्माणामध्ये सर्वांनी सहभागी होण्याचे आवाहन केले.""","""Speaking in the Parliament on this special day, I appealed to everyone to participate in the creation of Nav Bharat by 2022."""
MAR-train-00020,"""“कबड्डी विश्वचषक जिंकल्याबद्दल भारतीय संघाचे अभिनंदन.""","""Congratulations to the Indian team for winning the Kabaddi World Cup.""","""“कबड्डी विश्वचषक जिंकणाऱ्या भारतीय कबड्डी संघाचे अभिनंदन.""","""Congratulations to the Indian Kabaddi team for winning the Kabaddi World Cup."""
MAR-train-00021,"""भारत आणि नेपाळमधील बौद्ध धर्म हा कसा महत्त्वाचा दुवा आहे हेही त्यांनी नमूद केले.""","""He also mentioned how Buddhism is an important link between India and Nepal.""","""नेपाळ आणि भारतामध्ये बौद्ध धर्म हा दुव्याचे काम करत आहे, असेही ते म्हणाले.""","""Buddhism is acting as a link between Nepal and India,"" he added."
MAR-train-00022,"""त्याचे निधन होणे साहित्याच्या जगाचे मोठे नुकसान आहे.""","""His demise is a great loss to the world of literature.""","""त्यांच्या निधनामुळे साहित्य क्षेत्राचे मोठे नुकसान झाले आहे.""","""His demise is a great loss to the literary field."""
MAR-train-00023,"""विश्वासार्ह मीडिया प्लॅटफॉर्ममधील निरोगी स्पर्धा आपल्या लोकशाहीच्या आरोग्यासाठी देखील चांगली आहे.""","""Healthy competition among credible media platforms is also good for the health of our democracy.""","""विश्वासाहर्तेच्या व्यासपीठावर प्रसार माध्यमांमध्ये असणारी निकोप स्पर्धा आपल्या लोकशाहीसाठी आरोग्यदायी ठरणार आहे.""","""Competition in the media on the platform of faith will be healthy for our democracy."""
MAR-train-00024,"""आंतरराष्ट्रीय महिला दिनानिमित्त त्यांनी सुरू केलेल्या नॅशनल न्यूट्रिशन मिशनचा उल्लेख त्यांनी केला.""","""He mentioned the National Nutrition Mission he launched on International Women's Day.""","""आंतरराष्ट्रीय महिलादिनी सुरु करण्यात आलेल्या राष्ट्रीय पोषण अभियानाचा त्यांनी उल्लेख केला.""","""He mentioned the National Nutrition Campaign launched on International Women's Day."""
MAR-train-00025,"""जागतिक बँकेच्या इंडेक्समध्ये व्यवसाय करण्याच्या सुलभतेत भारत वाढला आहे.""","""India Rises in World Bank's Ease of Doing Business Index.""","""जागतिक बँकेच्या अनुक्रमाणिकेमध्ये व्यापार सुलभीकरणात भारताचे स्थान वर गेले आहे.""","""India Rises in World Bank's Ease of Trade Index."""
MAR-train-00026,"""पंतप्रधान मोदी यांच्या कतारच्या भेटीदरम्यान त्यांनी विविध करार/ एमओएसच्या निष्कर्षाचे स्वागत केले.""","""During Prime Minister Modi's visit to Qatar, he welcomed the conclusion of various MoUs/ MoUs.""","""पंतप्रधान नरेंद्र मोदी यांच्या कतार भेटीदरम्यान झालेल्या विविध करार आणि सामंजस्य करारांचे स्वागत करण्यात आले.""","""Various agreements and MoUs signed during Prime Minister Narendra Modi's visit to Qatar were welcomed."""
MAR-train-00027,"""प्राधान्य जागतिक आव्हानांना सामोरे जाण्यासाठी दोन्ही बाजू विज्ञान, संशोधन आणि तंत्रज्ञानामध्ये ब्रिटीश आणि भारतीय प्रतिभेची उत्कृष्ट तैनात करीत आहेत.""","""Both sides are deploying the best of British and Indian talent in science, research and technology to tackle priority global challenges.""","""7. प्रमुख जागतिक आव्हानांवर तोडगा काढण्यासाठी दोन्ही देश विज्ञान, संशोधन आणि तंत्रज्ञानातील ब्रिटिश आणि भारतीय प्रतिभेच्या सर्वोत्कृष्ट उपाययोजना करत आहेत.""","""7. Both countries are harnessing the best of British and Indian talent in science, research and technology to address major global challenges."""
MAR-train-00028,"""सर्वात महत्त्वाचे म्हणजे चो रामास्वामी एक प्रिय मित्र होता.""","""Above all, Cho Ramaswamy was a dear friend.""","""याशिवाय चो रामास्वामी हे माझे खूप चांगले मित्र होते.""","""Besides Cho Ramaswami was a very good friend of mine."""
MAR-train-00029,"""ते पुढे म्हणाले की, त्यांनी भारतीय-नेस स्वत: मध्ये जिवंत ठेवले, तेव्हा त्यांनी त्या देशांची भाषा, अन्न आणि ड्रेस देखील आत्मसात केली.""","""He added that while he kept the Indian-ness alive in himself, he also absorbed the language, food and dress of those countries.""","""या सर्वांनी आपल्यातले “भारतीयत्व” कायम राखले असले, तरी त्या देशांमधली भाषा, अन्नपदार्थ आणि पेहराव आत्मसात केले आहे असे पंतप्रधान म्हणाले.""","""Though all of them have retained their 'Indianness', they have absorbed the language, food and dress of those countries,"" the Prime Minister said."
MAR-train-00030,"""पंतप्रधान म्हणाले की नवी मुंबई विमानतळ प्रकल्प अनेक वर्षांपासून प्रलंबित आहे.""","""Prime Minister said Navi Mumbai airport project is pending for many years.""","""नवी मुंबई विमानतळ प्रकल्प अनेक वर्षे प्रलंबित होता, असे पंतप्रधान म्हणाले.""","""Navi Mumbai Airport project was pending for many years, PM said."""
MAR-train-00031,"""दोन्ही बाजूंनी एकमेकांच्या बाजारपेठेत भारतीय आणि कतार कंपन्यांच्या वाढत्या उपस्थितीबद्दल समाधान व्यक्त केले आणि अशा सहभागास आणखी प्रोत्साहित करण्यास सहमती दर्शविली.""","""Both sides expressed satisfaction at the growing presence of Indian and Qatari companies in each other's markets and agreed to further encourage such engagement.""","""परस्पर बाजारपेठेत भारत आणि कतारच्या कंपन्यांच्या वाढत्या उपस्थितीबद्दल समाधान व्यक्त करतानाच अशा सहभागाला आणखी प्रोत्साहन दयायला दोन्ही नेत्यांनी सहमती दर्शवली.""","""While expressing satisfaction over the growing presence of Indian and Qatari companies in mutual markets, the two leaders agreed to further promote such engagement."""
MAR-train-00032,"""पंतप्रधान श्री नरेंद्र मोदी यांनी श्रीलंकेचे माजी पंतप्रधान श्री रत्नासिरी विक्रेमेनके यांच्या निधनाबद्दल शोक व्यक्त केला आहे.""","""Prime Minister Shri Narendra Modi has condoled the death of former Prime Minister of Sri Lanka Shri Ratnasiri Wickremenke.""","""पंतप्रधान नरेंद्र मोदी यांनी श्रीलंकेचे माजी पंतप्रधान रत्नासिरी विक्रमनायके यांच्या निधनाबद्दल शोक व्यक्त केला आहे.""","""Prime Minister Narendra Modi has condoled the death of former Sri Lankan Prime Minister Ratnasiri Wickramanayake""."
MAR-train-00033,"""पंतप्रधान श्री नरेंद्र मोदी उद्या मिझोरम आणि मेघालय भेट देतील जिथे ते विविध विकास प्रकल्पांचे उद्घाटन करतील.""","""Prime Minister Shri Narendra Modi will visit Mizoram and Meghalaya tomorrow where he will inaugurate various development projects.""","""पंतप्रधान नरेंद्र मोदी उद्या मिझोराम आणि मेघालयाच्या दौऱ्यावर जाणार असून तिथे ते विविध विकास प्रकल्पांचे उद्घाटन करणार आहेत.""","""Prime Minister Narendra Modi will visit Mizoram and Meghalaya tomorrow where he will inaugurate various development projects."""
MAR-train-00034,"""10 जिल्ह्यांनाही खुल्या शौच्यापासून मुक्त घोषित केले गेले आहे.""","""10 districts have also been declared free from open defecation.""","""10 जिल्हे उघडयावरील शौचमुक्त करण्यात आले आहेत.""","""10 districts have been made open defecation free."""
MAR-train-00035,"""पंतप्रधान, जी -20 शिखर परिषदेत भाग घेण्यापूर्वी पंतप्रधान श्री नरेंद्र मोदी यांचे निर्गमन विधान आहे.""","""Prime Minister, Prime Minister Shri Narendra Modi's Exit Statement Before Attending G-20 Summit.""","""जी-20 शिखर परिषदेला रवाना होण्यापूर्वी पंतप्रधान नरेंद्र मोदी यांचे निवेदन:-""","""Statement by Prime Minister Narendra Modi before leaving for G-20 Summit:-"""
MAR-train-00036,"""पंतप्रधानांनी सांगितले की मृतांच्या कुटूंबियांना शोक आणि जखमी झालेल्या प्रार्थना ”असे पंतप्रधान म्हणाले.""","""The Prime Minister said condolences to the families of the dead and prayers to the injured,"" the Prime Minister said.","""मृत्युमुखी पडलेल्यांच्या कुटुंबियांच्या दु:खात सहभागी असून, जखमी व्यक्तींच्या प्रकृतीत लवकरात लवकर सुधारणा व्हावी, असे पंतप्रधानांनी म्हटले आहे.""","""Congratulations to the bereaved families, the Prime Minister said that the condition of the injured should improve at the earliest."""
MAR-train-00037,"""दहाव्या सीजीडीच्या बिडिंगच्या यशस्वी पूर्ण झाल्यानंतर देशातील चारशेहून अधिक जिल्हा पाईप गॅस पुरवठा करण्यासाठी जोडल्या जातील.""","""After successful completion of bidding for 10th CGD, more than four hundred districts of the country will be connected for pipeline gas supply.""","""सीजीडी बिडिंग फेरीच्या दहाव्या फेरीच्या यशस्वी पूर्ततेनंतर देशातील 400 हून जास्त जिल्ह्यांमध्ये पाईपाद्वारे गॅस पुरवण्याची सोय उपलब्ध होईल.""","""After the successful completion of the tenth round of CGD bidding round, more than 400 districts of the country will be provided with piped gas supply."""
MAR-train-00038,""". विद्यमान सद्भावना ओळखून, दोन्ही नेत्यांनी परस्पर स्वारस्याच्या विविध क्षेत्रात द्विपक्षीय गुंतवणूकीचे आणखी विस्तृत आणि सखोल करण्यास सहमती दर्शविली.""",""". Recognizing the existing goodwill, the two leaders agreed to further expand and deepen bilateral engagement in various areas of mutual interest.""","""7. सध्याच्या सद्भावनांची दखल घेत परस्परहिताच्या विविध क्षेत्रात द्विपक्षीय संबंध अधिक व्यापक आणि सखोल करण्यालाही दोन्ही नेत्यांनी मान्यता दिली.""","""7. Taking note of the existing goodwill, the two leaders also agreed to broaden and deepen bilateral relations in various areas of mutual interest."""
MAR-train-00039,"""नंतर पंतप्रधानांनी महात्मा गांधी संग्रहालयात भेट दिली.""","""The Prime Minister later visited the Mahatma Gandhi Museum.""","""यानंतर पंतप्रधानांनी महात्मा गांधी वास्तू संग्रहालयाला भेट दिली.""","""The Prime Minister later visited the Mahatma Gandhi Vastu Museum."""
MAR-train-00040,"""पंतप्रधान श्री नरेंद्र मोदी उद्या चंदीगडला भेट देतील.""","""Prime Minister Shri Narendra Modi will visit Chandigarh tomorrow.""","""पंतप्रधान नरेंद्र मोदी उद्या चंदीगडला भेट देणार आहेत.""","""Prime Minister Narendra Modi to visit Chandigarh tomorrow."""
MAR-train-00041,"""एखाद्या वृत्तपत्राने, एका वर्षासाठी दररोज काही स्तंभ इंच जागा, या कारणासाठी समर्पित करू शकता?""","""Could a newspaper devote a few column inches of space every day for a year to this cause?""","""वर्तमानपत्रामधल्या एका स्तंभातला काही इंचाचा भाग दररोज केवळ यासाठी राखून ठेवला जावू शकेल?""","""Could a few inches of a column in a newspaper be reserved every day just for this?"""
MAR-train-00042,"""ते म्हणाले की, स्वच्छ भारत मिशनमुळे देशातील स्वच्छता कव्हरेजमध्ये लक्षणीय वाढ झाली आहे.""","""He said that the Swachh Bharat Mission has significantly increased the sanitation coverage in the country.""","""स्वच्छ भारत अभियानामुळे देशभरात स्वच्छतेत लक्षणीय वाढ झाल्याचे ते म्हणाले.""","""Due to Swachh Bharat Mission, there has been a significant increase in cleanliness across the country,"" he said."
MAR-train-00043,"""साक्षी आणि विनेशसोबत दिव्या काकरान ही देखील महिलांच्या ६९ किलो गटात अंतिम फेरीत दाखल झाली आहे.""","""Along with Sakshi and Vinesh, Divya Kakran has also entered the finals in the women's 69kg category.""","""या तिन्ही मल्लांनी भारताचे किमान रौप्य निश्चित केले आहे.""","""These three Mallas set India's minimum silver."""
MAR-train-00044,"""उथळ पाण्याच्या क्षेत्रात, रॉयल्टी दर 10% वरून 7.5% पर्यंत कमी केले जातील.""","""In the shallow water sector, royalty rates will be reduced from 10% to 7.5%.""","""उथळ जलक्षेत्रामध्ये रॉयल्टीचे दर 10 टक्क्यांवरून 7.5 टक्के इतके कमी केले जातील.""","""The royalty rates in shallow waters will be reduced from 10 percent to 7.5 percent."""
MAR-train-00045,"""जी -20 जगातील वीस सर्वात मोठ्या अर्थव्यवस्थांमध्ये बहुआयामी सहकार्यास प्रोत्साहित करण्याचा प्रयत्न करतो.""","""The G-20 seeks to promote multilateral cooperation among the world's twenty largest economies.""","""जी-20 चे जगातल्या 20 सर्वाधिक मोठ्या अर्थव्यवस्थांमधे बहु-आयामी सहकार्य वृद्धींगत करण्याचे उद्दीष्ट आहे.""","""The G-20 aims to enhance multi-dimensional cooperation among the world's 20 largest economies."""
MAR-train-00046,"""मी त्या सर्व महान व्यक्तींना अभिवादन करतो ज्यांनी देशाची सेवा करताना आपले जीवन बलिदान दिले.""","""I salute all those great men who sacrificed their lives in the service of the country.""","""राष्ट्रसेवा करताना ज्यांनी आपले प्राण वेचले, त्यांना माझे प्रणाम.""","""Salute to those who laid down their lives in the service of the nation."""
MAR-train-00047,"""प्रथम त्यांची उपासना का नाही?""","""Why not worship them first?""","""सर्वप्रथम त्यांची पूजा का नाही करत?""","""Why not worship them first?"""
MAR-train-00048,"""सर्वसमावेशक, विकेंद्रित, लोक-केंद्रित कारभार आणि टिकाऊ असलेल्या विकासासाठी त्यांनी मालदीवच्या अध्यक्षांचे कौतुक केले.""","""He commended the President of Maldives for inclusive, decentralized, people-centric governance and development that is sustainable.""","""समावेशक, विकेंद्रित, लोकाभिमुख आणि शाश्वत विकासाच्या दृष्टीकोनाबद्दल त्यांनी मालदीवच्या अध्यक्षांची प्रशंसा केली.""","""He praised the President of Maldives for his approach to inclusive, decentralized, people-oriented and sustainable development."""
MAR-train-00049,"""२०१ 2014 मध्ये आयझॉलला रेल्वे कनेक्टिव्हिटी घेण्यासाठी मी नवीन ओळीचा पाया घातला होता.""","""In 2014, I laid the foundation stone of a new line to get rail connectivity to Aizawl.""","""ऐझवालला रेल्वे मार्गाने जोडले जाण्यासाठी 2014 मध्ये मी नवीन रेल्वे मार्गाची पायाभरणी केली होती.""","""In 2014, I laid the foundation stone of a new railway line to connect Aizwal by rail."""
MAR-train-00050,"""जगाच्या तुलनेत आमच्याकडे अजूनही टीबी रूग्णांची संख्या अजूनही आहे.""","""We still have the highest number of TB patients compared to the rest of the world.""","""जगातल्या इतर देशांच्या तुलनेत भारतात क्षयरोग्यांनी संख्या अधिक आहे.""","""India has more TB cases than any other country in the world."""
MAR-train-00051,"""पंतप्रधानांनी नमूद केले की काही जिल्हे नेहमीच वीज, पाणी, शिक्षण आणि आरोग्य यासारख्या मूलभूत सेवांमध्ये मागे राहतात.""","""The Prime Minister noted that some districts have always lagged behind in basic services like electricity, water, education and health.""","""काही जिल्ह्यांमध्ये वीज, पाणी, शिक्षण आणि आरोग्य यांसारख्या मूलभूत सेवांचा कायम अभाव असल्याचे पंतप्रधानांनी नमूद केले.""","""The Prime Minister noted that basic services such as electricity, water, education and health are still lacking in some districts."""
MAR-train-00052,"""त्यांनी आतापर्यंत अनेक प्रश्न विचारले, जसे की आतापर्यंत भारत मुक्त शौचास मुक्त का नाही; वॉर स्मारक किंवा पोलिस स्मारक इतके दशकांपासून का बांधले गेले नाही, इ.""","""They asked so many questions, like why India is not free of open defecation till now; why war memorial or police memorial has not been built for so many decades, etc.""","""या आधीपर्यंत भारत हागणदारीमुक्त का झाला नाही,अनेक दशकांपासून पोलीस स्मारक का बांधण्यात आले नाही असे प्रश्न त्यांनी उपस्थित केले.""","""He raised the question why India has not become free of violence till now, why police memorial has not been built for many decades."""
MAR-train-00053,"""पंतप्रधान श्री नरेंद्र मोदी यांच्या अध्यक्षतेखाली केंद्रीय मंत्रिमंडळाने या प्रस्तावाला मान्यता दिली आहे -""","""The Union Cabinet chaired by the Prime Minister Shri Narendra Modi has approved the proposal -""","""पंतप्रधान नरेंद्र मोदी यांच्या अध्यक्षतेखाली झालेल्या केंद्रीय मंत्रीमंडळाच्या बैठकीत पुढील प्रस्तावांना मंजुरी देण्यात आली.""","""The Union Cabinet meeting chaired by Prime Minister Narendra Modi approved the following proposals."""
MAR-train-00054,"""""वास्तविकता एक आणि समान आहे;"" तो म्हणाला, ""फरक नाव आणि स्वरूपात आहे.""""","""""Reality is one and the same;"" he said, ""the difference is in name and form.""""","""ते म्हणाले, ” सत्य एक आणि समान आहे,” ” केवळ नाव आणि स्वरूप यात फरक आहे.”""","""Truth is one and the same,"" he said, ""differing only in name and form."""
MAR-train-00055,"""या भावना ज्या प्रकारे व्यक्त केल्या गेल्या आहेत त्या आपल्या प्रत्येक देशवासीयांना नक्कीच सामर्थ्य देत आहेत.""","""The way these sentiments are expressed is certainly empowering to each of our countrymen.""","""ज्याप्रकारे ही भावना अभिव्यक्त झाली आहे, त्यामुळे प्रत्येक नागरिकाला एका वेगळया शक्तीचा प्रत्यय आला आहे.""","""The manner in which this sentiment is expressed, has given each citizen a different power."""
MAR-train-00056,"""आता आमचा हा आयटीबीपी जवान त्याच्या कर्तव्यापासून सुट्टीच्या दिवशी त्याच्या गावात होता.""","""Now this ITBP jawan of ours was in his village on leave from duty.""","""आमचा हा आयटीबीपीचा जवान सुट्टीमध्ये आपल्या गावी गेला होता.""","""This ITBP jawan of ours had gone to his village on vacation."""
MAR-train-00057,"""जागतिक स्पर्धेसह, त्यांना वाढत्या आव्हानांचा सामना करावा लागत आहे.""","""With global competition, they are facing increasing challenges.""","""जागतिक स्पर्धेमुळे त्यांना वाढत्या आव्हानांना तोंड द्यावे लागत आहे.""","""They are facing increasing challenges due to global competition."""
MAR-train-00058,"""मी माझ्या सर्व देशवासीयांना आगामी विविध सण आणि उत्सवांसाठी शुभेच्छा देतो.""","""I wish all my countrymen the best for the upcoming various festivals and celebrations.""","""मी सर्व देशवासियांना येणाऱ्या अनेक सणांसाठी, उत्सवांसाठी खूप-खूप शुभेच्छा देतो.""","""I wish all the countrymen the very best for many festivals, celebrations to come."""
MAR-train-00059,"""संयुक्त राष्ट्रांचा एक वेगळा भाग म्हणून त्याची निर्मिती ही यूएनच्या संस्थापकांच्या दृष्टीने विकासाच्या केंद्राची साक्ष आहे.""","""Its creation as a separate part of the United Nations is a testament to the centrality of development in the view of the founders of the UN.""","""या संघटनेची निर्मिती संयुक्त राष्ट्रांची एक महत्त्वाची शाखा म्हणून करण्यामागे संयुक्त राष्ट्रांच्या संस्थापकांची विकासाविषयीची दृष्टी दिसून येते.""","""The creation of this organization as an important branch of the United Nations reflects the vision of the founders of the United Nations for development."""
MAR-train-00060,"""त्यामुळे सध्या अजयने ‘गोलमाल ४’वर लक्ष केंद्रित केलं आहे.""","""So Ajay is currently focused on 'Golmaal 4'.""","""लवकरच ‘गोलमाल ४’च्या चित्रीकरणाला सुरुवात होणार आहे.""","""The shooting of 'Golmaal 4' will begin soon."""
MAR-train-00061,"""बॅँक लॉकरमध्ये आढळले दोन पिस्तूल, ४८ काडतुसे""","""Two pistols, 48 cartridges found in bank locker""","""जळगाव - बॅँकेच्या लॉकरमध्ये दोन गावठी पिस्तूल व ४८ काडतूसे आढळून आल्याची घटना मंगळवारी दुपारी उघडकीस आली.""","""Jalgaon - Two Gavathi pistols and 48 cartridges were found in the locker of the bank on Tuesday afternoon."""
MAR-train-00062,""": नागपुरात हायवेवर धावतोय बिबट्या!, थरारक व्हिडीओ व्हायरल""",""": Leopard running on the highway in Nagpur!, thrilling video viral""","""नागपूर : नागपूर-जबलपूर राष्ट्रीय महामार्गावर एक बिबट्या धावत असल्याचं थरारक व्हिडीओ व्हायरल झालाय.""","""Nagpur: A thrilling video of a leopard running on the Nagpur-Jabalpur national highway has gone viral."""
MAR-train-00063,"""पंतप्रधान श्री नरेंद्र मोदी यांनी आज नवी दिल्लीत एनसीसीच्या रॅलीला संबोधित केले.""","""Prime Minister Shri Narendra Modi addressed NCC rally in New Delhi today.""","""पंतप्रधान नरेंद्र मोदी यांनी आज नवी दिल्लीत एनसीसी म्हणजेच राष्ट्रीय छात्र सेनेच्या कॅडेट्सशी संवाद साधला.""","""Prime Minister Narendra Modi today interacted with the cadets of National Students Army (NCC) in New Delhi."""
